name,lastrevid
Nicholas Kove,1113895771
László Böröcz,1081308504
László Lóránt Keresztes,1090165345
George Lichtenstein (musician),1096168646
Lőrinc Nacsa,1097719665
Katalin Lukácsi,1074965565
György Magyar,1100075885
Géza Malasits,1005483996
Mária Kállai,1088547034
Péter Márki-Zay,1104126531
Gaspare Matcovich,1018650453
Michele Maylender,1060046792
Tamás Mellár,1097718576
Zoltán Meskó,1110937437
Ernő Mesterházy,1005684296
Mihály Mikes (politician),1089407038
Mihály Mikes (soldier),935489367
Olivio Kocsis-Cake,1092496095
Andrea Ossoinack,1033700734
Luigi Ossoinack,1077318106
Péter Ovádi,1097719697
Dénes Pázmándy (1848–1936),1036159210
János Petki,998207348
János Petrán,1014398007
Lajos Polgár,1027276981
Ferenc Pulszky,1102334486
János Radványi,1045602198
Levin Rauch,1072104164
Andor Schmuck,1021246758
László Sebián-Petrovszki,1097719762
Iván Skerlecz,1076726694
László Sombori,788363884
László Szalay,1106194812
György Szapáry,1096176564
Réka Szemerkényi,1105359355
Lajos Szikszai,1111996234
Pál Szinyei Merse,1016918514
Géza Szőcs,1108852170
Béla Szombati,1008352289
Tamás Herczeg,1082123862
Pál Tar,949707048
László Teleki,1097928622
Kálmán Thaly,1084736333
György Thurzó,1106931968
Tibor Farkas,1100155100
Tibor Nunkovics,1097719614
Bence Tordai,1101121076
Klára Ungár,1112628676
Vilmos Vályi-Nagy,1081859285
Géza Varga (politician),1098282906
András Várhelyi,1105370964
Miklós Vásárhelyi,1057820739
Gusztáv Vizsolyi,934235506
Béla Vörösmarty,1083337667
Miklós Wesselényi,1112190028
Paul Wittich (politician),1106405565
Ásmundur Friðriksson,1112618609
Bjarni Thorarensen,1065699327
Björn Blöndal,1112618650
Lárus Blöndal,1112618672
Brynjólfur Bjarnason,1115429265
Einar Olgeirsson,1112618799
Finnbogi Hermannsson,1112618944
Gísli Marteinn Baldursson,1088341785
Gunnar Smári,1074655786
Helgi Hjörvar,1098241993
Ingi Björn Albertsson,1112619067
Pétur Havsteen,1033642930
Thorkild Fjeldsted,1113724499
K. G. Adiyodi,1115170120
Ashok Kumar Gupta,1115826191
Ranjit Singh Balian,1099961285
Bankim Chandra Ray,1114709001
Banwari Lal Sharma,1111275823
Bhikhabhai Baraiya,1115381646
Tanmoy Bhattacharya,1096443647
Dharmajan Bolgatty,1115174991
Sushanta Borgohain,1096051172
Prabhabati Bose,1073867601
Adesh Kanwarjit Singh Brar,1101123268
Karan Kaur Brar,1096287242
Chabilal Upadhyaya,1106107039
Choorayi Kanaran,1098285322
Dilip Choudhary,1111277464
Mukesh Choudhary (politician),1107220568
Nandita Chowdhury,1105758179
Zahur Ahmad Chowdhury,1092910022
Vimal Chudasama,1115707614
Abdul Rashid Dar,1106035212
Swaran Ram Darapuri,1105248886
Jawaharlal Darda,1097060133
Muhammad Shafi Daudi,1106096390
Kanubhai Desai,1112114660
Sahebrao Baradkar Deshmukh,1023759230
Suresh Deshmukh,1111277217
Rekha Devi,1112678040
Subhash Dhote,1096069303
Sohan Lal Dhusiya,1111419397
Dilip Varma,1071231049
Dulal Chandra Das,1085939763
Thirumagan Evera,1111275675
Anant Gadgil,1113024057
Hussain Rabi Gandhi,1115100473
P. Geetha Jeevan,1112658696
Mohindra Kumar Ghosh,1111421167
Bismita Gogoi,1103316767
Harjit Singh Grewal,1111223564
Janak Raj Gupta,1110854373
Kirat Singh Gurjar,1107516067
Gurnam Singh Charuni,1113853261
Maddila Gurumoorthy,1111458519
Hari Shankar Mahor,1089275471
Harinath Debbarma,1090913289
Harinder Pal Singh Chandumajra,1101188602
Syed Ahmad Hashmi,1096051217
Banamali Hazra,1098477615
G. Iyappan,1111278112
D. P. Jadeja,1111432864
Pradhyumansinh Mahipatsinh Jadeja,1112426323
Jagtarandas,1066642161
Thekedar Madan Lal Jalalpur,1101188615
Jalam Singh Rawlot,1109454270
Jayant Malhoutra,1096046315
J. Jayalalithaa,1114164348
K.N. Joglekar,1098082285
Kalo Chandramani,1111421328
Atul Khatik,1111298963
Dariyav Khatik,1099632072
Munshilal Khatik,1107443264
Gurmeet Singh Khuddian,1096416461
Man Singh Kinsariya,1102485294
Konijeti Rosaiah Ministry,1100899531
K. M. Krishnamurthy,1053491127
C. Krishnamurali,1096044942
Jibesh Kumar,1111278342
Sukhwinder Kumar,1101188666
Arun Lad,1111298855
Lalit Meena,1091207252
Delilah Lobo,1114403137
G. Loganathan,1096045640
Sundar Singh Majithia,1112062213
Gunda Mallesh,1105767593
Jagannath Mallick,1111446959
Girindra Mallik,1111276196
Jyotsna Mandi,1098477649
Mange Ram Gupta,1103929496
K. Manickam,1115077542
D. Manjunath,1105767572
Jignesh Mevani,1107663464
Suresh Chandra Mishra,1111419852
Mohammad Anzar Nayeemi,1111786757
Karnail Singh Peer Mohammad,1109685474
Mohit Mitra,1052818947
Ahmed Mohiuddin (politician),1111421631
Anubrata Mondal,1112464248
Bina Mondal,1098477898
Hucheshwar Gurusidha Mudgal,1034063701
Venkatreddy Mudnal,1096051788
Mukunda Behari Mullick,1112199012
Durga Murmu,1096045507
L. Murugan,1115206055
Ezhilan Naganathan,1100361526
H. Nagesh,1091434535
Jamyang Tsering Namgyal,1113284239
Anant Namjoshi,1111277210
Kanakeswar Narzary,1031832895
Hanumant Nirani,1111298518
P Namgyal,1111433530
Gopichand Padalkar,1107695229
Ajit Singh Pal,1096043966
Kuka Parray,1114179474
Jai Prakash Bhai Patel,1076893724
Kanubhai Patel,1115723908
B. G. Kolse Patil,1085121062
Sangita Patil,1096050347
T. P. Peethambaran,1076354773
P. S. Nataraja Pillai,1111423785
Varthur Prakash,1101105445
Ragya Naik,1079394340
Ziaur Rahman Barq,1112539146
Malyala Rajaiah,1111451139
Rajendra Singh Bidhuri,1111277487
Lalit Chandra Rajkhowa,1096047043
Ram Narayan Chaudhary,1108696697
Munshi Rampal,1068569015
Suresh Rana,1113426744
Ranbir Singh Latayan,1099852693
N. V. Rama Rao,1066640027
Huzaifa Aamir Rashadi,1109206319
Prithiraj Rava,1097050760
Vemula Prashanth Reddy,1110579913
Renuka Das Bhalerao,1113145769
Hemang Raval,1081727123
Roque Santana Fernandes,1114953891
Rahul Roy (politician),1113417801
Rekha Roy,1115712468
Safiullah Khan Tanoli,1095006213
Hemnarayan Sah,1050823128
Namita Saha,1098477936
Nilabati Saha,1105759622
Kanwar Sandhu,1112289887
Sangat Singh Gilzian,1055486660
Hari Ram Sardar,1095563242
Sanjib Sardar,1096050420
Sarju Prasad Misra,1066639791
Chandana Sarkar,1098477949
C. H. Sekar,1099356098
G. Sendhil Kumar,1100554178
Seth Kishan Dass,1087514391
Nirav Shah (politician),1057444473
Gyanesh Sharma,1105059420
Radha Mohan Sharma,1096049383
Gopal Singh Shekhawat,1094776954
Sunil Shelke,1111298854
Tukaram Shrangare,1076973094
Zeeshan Siddique,1102747673
Abbas Siddiqui,1115361393
Onkar Singh Lakhawat,1115539186
Binod Kumar Singh,1106068967
Master Gurbanta Singh,1113617983
Nirmal Singh (judge),1100593969
Ram Ratan Singh,1113692656
Sadanand Singh,1113844073
Samarpal Singh,1108035102
Shyam Bahadur Singh,1096050782
Vijay Kumar Singh (Bihar),1090457971
Sumita Sinha,1096051052
V. P. Sivasubramani,1110651026
Achhelal Sonkar,1034062987
M. K. Stalin,1115845932
Sunder Sham Arora,1101188962
Suresh Kumar Routray,1112193527
Surinder Pal Singh Sibia,1096051156
Sushil Kumar Rinku,1101188980
Mulla Abdullabhai Taherali,1111420550
Jagdev Singh Talwandi,1111937631
Ranjit Singh Talwandi,1113540752
F. R. D. Thakor,1111422434
Thamizhachi Thangapandian,1112412666
Skariah Thomas,1111432022
Rakesh Tikait,1114598928
B. P. Tiwari,1113574172
Kuldeep Singh Vaid,1089709962
Bhagya Reddy Varma,1108995429
Thiru Sri Thiagu Vayakkarar,1096824131
Vindhya (actress),1111786109
M. L. Vishwakarma,1111442579
Burhan Abdurahman,1099307042
Rais Abin,1102954021
Amris,1098436275
Anang Hermansyah,1099712720
Andrei Angouw,1075553463
Bustanil Arifin,1094750496
Wiranto Arismunandar,1104361091
Ahmad Azhary,1064597688
Joop Ave,1102311720
Antasari Azhar,1097046488
Kuryana Azis,1103013525
B.M. Diah,1095986048
Basyir Bachtiar,1061228667
Justika Baharsjah,1016221472
Abu Bakar (Indonesian politician),1108504597
Bambang Kesowo,1069174954
Faisal Basri,939654481
Novel Baswedan,1111081724
Mustofa Bisri,1096901028
Bonifasius Belawan Geh,1095263820
Manuel Carrascalão,1071880738
Dewa Cawu,1101642640
P. F. Dahler,1095339677
Omar Dhani,1100832142
Daryatmo,1091440276
H. S. Dillon,1115070055
Eros Djarot,1084313830
Djumhana Wiriaatmadja,1087774083
Alue Dohong,1085273847
Ernest Douwes Dekker,1104198852
Rustam Effendi,1089099719
Rahmah el Yunusiyah,1110531364
Fachrul Baraqbah,1095122467
Fadeli,1098425390
Abdul Malik Fadjar,1055090382
Governor of Bangka Belitung Islands,1097027021
Yairus Gwijangge,1101922982
Zukhriatul Hafizah Muhammad,1112742172
Nurdin Halid,1088639270
Syarif Hamid II of Pontianak,1095647077
Syarwan Hamid,1100353999
Mulfachri Harahap,1003492873
Hasan Basry,1100268334
Albert Hasibuan,1108923686
Diaz Hendropriyono,1025513399
Hilman Djajadiningrat,1115549060
Helmud Hontong,1102733120
Rasimah Ismail,930836119
Herman Johannes,1069680657
John Djopari,1099316435
S. Kabo,1052074435
Zulkarnain Karim,1106838661
Bahlil Lahadalia,1096972055
Liem Koen Hian,1077769147
Andi Alfian Mallarangeng,1089188531
Ben Mang Reng Say,1078358755
Gatot Mangkoepradja,1095352960
Kuntoro Mangkusubroto,1046359731
Abdul Latif Daeng Masikki,1049838767
Adjie Massaid,1113409072
Alimuddin Daeng Matiro,1049838847
Mohamad Isa,1097052642
Herman Monim,1066805579
Burhan Muhammad,1063404014
Farouk Muhammad,1098835847
Ali Masykur Musa,1063399683
Hasyim Muzadi,1072922132
Abi Kusno Nachran,1063403183
Rustam Effendy Nainggolan,1049059147
Muhammad Nazar,992150436
Ngitung,901722698
Ramses Ohee,1096782591
Panusunan Pasaribu,1107533136
Julian Aldrin Pasha,1025723291
Poedjono Pranyoto,1101575086
Prijono,1085683318
Anthony Winza Probowo,1104560182
I Gusti Ketut Pudja,1108931157
Tedjo Edhy Purdijatno,1113174460
Ridwan Suwidi,1073107544
Sa'duddin,1098426619
Ahmad Ridha Sabana,1108576169
Hari Sabarno,1106838713
Bambang Santoso,1089472187
Sidik Djojosukarto,1096392078
Sudi Silalahi,1103540330
W. T. P. Simarmata,1100676941
Mahadi Sinambela,1106829598
Mooryati Soedibyo,1085297344
Soerjadi Soedirdja,1077290298
Soegiono,1015211738
Tjokorda Gde Raka Soekawati,1098075313
Soemarno Sosroatmodjo,1106486056
Max Sopacua,1098806848
Sarifuddin Sudding,1089760765
Sukarni,1098589729
Sukmawati Sukarnoputri,1112923693
Tjokorda Ngurah Wim Sukawati,1027765907
Sukiman (regent),1096320949
Ibnu Sutowo,1111415805
Syamsuddin Mahmud,1111614888
Charles Tambu,1089151622
Abdul Sajid Tamrin,1088569372
Jan Engelbert Tatengkeng,1063395891
Frans Tutuhatunewa,994017808
A. Wahab,925557257
John Wattilete,1090960854
Erna Witoelar,1106103776
Yansen Tipa Padan,1080765579
Z.A. Ahmad (Indonesian politician),1050037853
Achmad Rizal Zakaria,1098843914
Abbas Ali Akhtari,1080599135
Alireza Abbasi,1114766972
Ali Agha-Mohammadi,1112736369
Ahmad Ali Moghimi,1107510446
Aghapour Alishahi,1084147600
Mohammad Ali Asfanani,1101619032
Mojtaba Bakhshipour,1114779852
Mousa Chegini,1064387673
Mahmudali Chehregani,1105475919
Habibollah Dahmardeh,1113777811
Farhad Dejpasand,1096326366
Nasr al-Din (Yunnan),1095757526
Esfandiar Ekhtiyari,1113483101
Naeimeh Eshraghi,1110378559
Roozbeh Farahanipour,1109336712
Sohrab Gilani,1098114266
Fereidon Hasanvand,1079997479
Seyed Zia Hashemi,1085406495
Heshmatollah Falahatpishe,1112886244
Heydar Latifiyan,1109780388
Amir Hossein Jahanshahi,1108533914
Jalal ed-Din Amir Chakhmaq Shami,985139372
Yadollah Javani,1038390832
Roohallah Jomei,1112885752
Hamid Kahram,1105535531
Mohammad Reza Kalaei,1060452024
Mohammad Khamenei,1086379208
Kazem Khavazi,1081519220
Ensieh Khazali,1113408053
Mehrdad Khonsari,1109501844
Mohammad-Hossein Khoshvaght,904994298
Meysam Latifi,1100968096
Mohammed Sharif Malekzadeh,1115835118
Hadi Manafi,1114470303
Ahmad Masoumifar,1096877809
Ebrahim Matinian,1053545750
Seyed Mostafa Mir-Shafiei,1063806334
Mohammad Ashouri Taziani,1096365535
Mohammad Faghie,1095731005
Mohammad Hadi Nejad Hosseinian,1112459525
Mohammad Reza Mokhber Dezfouli,1064893227
Mohammad Saleh Meftah,1113597047
Mohammad Shahcheraghi,1096983521
Mohammad-Hadi Abdekhodaei,1107714938
Amir Mohebbian,1112886314
Mohammad Mojabi,1024451751
Mohammad Mokhber,1112732318
Mostafa Mesbahzadeh,1114511925
Rasoul Movahedian,1105642870
Majid Naseri Nejad,1032145568
Ali Mohammad Noorian,1067103108
Ghodratollah Norouzi,1092905193
Reza Nouri,1079920602
Ali Asqar Peyvandi,1027468773
Qasem Saedi,1038022012
Safdar Rahmat Abadi,1096417344
Valiollah Rostaminejad,905601335
Ahmad Toyserkani Ravari,1108429142
Ali Asghar Yousefnejad,1103536671
Moussa Zargar,1102540197
Abd al-Aziz al-Badri,1112796288
Abd al-Ilah,527036196
Abd-Allah ibn Aamir Hadhrami,1045073284
Suhaylah Abd-Jaafar,1099446036
Abdulsalam Abdullah,918303384
Mazin Abu Kalal,1097880283
Akeel Al Saffar,1033783481
Widad Akrawi,1113547899
Ali Salih al-Sa'di,1086637492
Mouin AlKazmi,1105848691
Zekra Alwach,1059798654
Amin Farhan Jejo,1096991868
Najiha Al-Amiri,1052524548
Dia al-Asadi,1037622892
Iman al-Asadi,1059798652
Adnan al-Assadi,1108429286
Atwan Al Atwani,1028603833
Abu Bakr al-Baghdadi,1115245904
Mohammad Bahr al-Uloom,1078921590
Luis Caro Bandar,1033782785
Ahmed al-Barak,885118117
Masrour Barzani,1114030503
Kamil Chadirji,1077258966
Sondul Chapouk,1059798639
Vian Dakhil,1104971001
Asma al-Dulaimi,1059798640
Asaad Al Eidani,1054925995
Qasim Al-Fahadawi,1033783787
Faisal I of Iraq,1114418935
Fakhri al-Tabaqchali,1101817736
Vala Fareed,1057082415
Hanan Saeed Mohsen al-Fatlawi,1106092543
Rewaz Fayeq,1108335663
Falih Al-Fayyadh,1106886667
Rend al-Rahim Francke,1052524570
Juwan Fuad Masum,1052524574
Mohammed Al-Ghabban,1105766539
Saadoun Ghaidan,1051633765
Mohammed Hadid,1114418907
Rustam Haidar,1070094230
Zakia Hakki,1111169476
Mohamed Al-Halbousi,1112844569
Ahmad Hardi,1051383470
Khairuddin Haseeb,1098806449
Maysoon al-Hashemi,1110842025
Aqila al-Hashimi,1090557040
Azhar Abd Al Majeed Husain,1059798642
Abd al-Tawab Mullah Huwaysh,1065784220
Mohammad Iqbal Omar,1070088388
Jaafar al-Sadr,1108536390
Salim al-Jabouri,1024949258
Dhia Jafar,1089478407
Iyad Jamal Al-Din,1050345518
Jamal Baban,1099444491
Jamil Abdul Wahab,1100882600
Abdullah Hussein Jebara,1080205483
Ahmed Abdullah al-Jubouri,1106334225
Muhammed Ibrahim al-Juraissey,931452659
Yousef al-Kalabi,1074202236
Ghaida Kambash,1108884117
Duraid Kashmoula,993993692
Osama Youssef Kashmoula,1096316560
Lamiya Abed Khadawi,1090556584
Khairi Al-Hindawi,1088323796
Salama al-Khufaji,1112097100
Raja Habib al-Khuzaai,1059798646
Hamid Rashid Ma`ala,1098592127
Abbas Mahdi,1033783405
Aisha Ghazal Mahdi,1112989971
Huda Sajjad Mahmoud Shaker,1089249414
Mohammed Haji Mahmoud,1030279163
George Mansour,1042992539
Tayseer al-Mashhadani,1089275720
Fuad Masum,1104749153
Muhammad Jamil Al-Mayahi,994019770
Wijdan Michael,1089276041
Siham Mousa Hamoud Jabr Al Moussawi,1089249339
Muhammed Ali Mahmud,1059539650
Mawlud Mukhlis,1091139346
Mishkat al-Mumin,1099447794
Tariq Najm,1102749100
Majid al-Nasrawi,1085126794
Yahia Nasseri,1107365337
Atheel al-Nujaifi,1093222115
Saleh al-Ogaili,995654848
Ali al-Qaradaghi,1112620841
Suhaib al-Rawi,1033783078
Ahmed Abu Risha,1115071112
Mowaffak al-Rubaie,1110391679
Maruf al Rusafi,1090870936
Shatha Mousa Sadiq,1089280360
Alaa al-Sadoun,1089280397
Tahseen Said,1095878598
Numan al-Samarrai,1098805033
Sargon Lazar Slewa,1110607225
Sawsan Ali Sharifi,1052524559
Ahmed Shibani,1108584984
Safia Taleb Ali al-Suhail,1110638559
Hussein al-Tahan,1115286059
Asaad Abu Gilel al-Taie,1079746198
Ala Talabani,1058589648
Talib al-Naqib,1026828167
Ali Al Tamimi,1112405155
Hani Abd Latif Tilfah,1064381556
Toma Tomas,1105799958
Aqil Al-Turaihi,1033782881
Ahmed Uthman,925817031
Pascal Esho Warda,1112315090
Ahmad Muhammad Yahya,1113423783
Nabeel Yasin,1110330724
Aziz Al-Yasiri,1108536327
Tawfiq al-Yasiri,1106529342
Luay al-Yassiry,1107451092
Saleh Yousefi,1085144493
Awni Yusuf,1033783751
Yusuf Salman Yusuf,1071717292
Lara Zara,1054088472
Falah Hassan al-Zidan,1083020700
Faleh al-Ziyadi,1107471964
Adnan al-Zurfi,1081329892
Avraham Agmon,1115522048
Mehereta Baruch-Ron,1106009820
Yehuda Gilad (politician),1066851216
Yosi Havilio,1110930423
Uri Savir,1089536198
Giuseppe Amadei,1104409599
Umberto Ambrosoli,1096165310
Alfredo Arpaia,1108659968
Giovanni Battista Balbis,1081744121
Pier Paolo Baretta,1085280190
Anton Giulio Barrili,978567484
Alfonso Bartoli,1035890081
Giordano Bianchi Dottula,1079209576
Gianpaolo Bissi,1095508915
Gabriele Boscetto,1100667138
Francesco Bosi,1099307053
Giovanni Bovara,1002536039
Darko Bratina,1094423354
Gino Bucchino,1060353087
Niccolò di Buonaccorso,1107367081
Marino Busdachin,921347086
Michele Caccavale,1110804299
Davide Caparini,1106490964
Livio Caputo,1112747544
Viola Carofalo,1096983528
Francesco Carrara (jurist),1056880051
Filippo Cavazzuti,1098591052
Enea Cerquetti,1102908999
Enrico Cialdini,1103959317
Michele Angelo Cianciulli,857696567
"Luigi, Count Cibrario",1095991908
Pompeo Colajanni,1115809997
Stefano Colonna,1004458598
Piero Ginori Conti,1051092198
Alessandro Contini-Bonacossi,1073522623
Cesare Correnti,1045556051
Luca Coscioni,1107042122
Teodoro Cottrau,1086249371
Giovanni Cuomo,1097157970
Lucio D'Ubaldo,1021444998
Marta Dassù,1011675461
Philippe Daverio,1105900763
Antonio De Berti,1115411575
Diana de Feo,1102718245
Saverio De Michele,1098283085
Simon Doria,1041520329
Carlo Dossi,1058161586
Eugenio Duca,1099980441
Vincenzo Duplancich,1057045447
Carlo Fadda,1056880141
Marco Fedi,1050126521
Josip Ferfolja,1099213916
Bruno Ferrante,1102059273
Carlo Filangieri,1038445145
Paolo Filippi,1100351018
Vincenzo Filonardi,1081798233
Quirico Filopanti,1087275146
Costantino Fittante,1098806023
Vittorio Fossombroni,1077056035
Francesca Romana D'Antuono,1089634668
Pompeo Gabrielli,1068544781
Carlo Galli (political scientist),1108504948
Ricciotti Garibaldi,1089398766
Gennaro Placco,1095601753
Michele Geraci,1110082021
Giovanni Giavazzi,1108537924
Gaetano Gifuni,1073317975
Carlo Ginori,901844540
Raffaello Giovagnoli,1056783688
Nerio Giovanazzi,1106251352
Carlo Ignazio Giulio,1033701461
Osvaldo Gnocchi-Viani,1073660757
Gaetano Gorgoni,1103213789
Michele Gortani,1032288622
Giuseppe Govone,1059207174
Francesco Domenico Guerrazzi,978567488
Umberto Klinger,1114272796
Vincenzo La Russa,1100035232
Luigi Porro Lambertenghi,1081453534
Enzo Lattuca,1064363585
Monaldo Leopardi,1113303098
David Levi (Italy),1059903449
Giovanni Lilliu,1024650725
Calogero Lo Giudice,1099628382
Alessandrina Lonardo,1109618180
Andrea Maffei,1047910388
Mario Maiolo,1083730536
Alessandra Maiorino,1109617671
Manfredo Manfredi,1044737928
Vincenzo Maranghi,1070394127
Filippo Mariotti,1097157270
Manuel Marliani,1062865219
Vincenzo Massilla,1094446134
Ottaviano de' Medici,1068447633
Iacopo Melio,1109590305
Francesco Melzi d'Eril,1113433485
Luigi Mercatelli,1090401398
Enrico Millo,1025299898
Rosanna Minozzi,1104316210
Antonio Misiani,1115639309
Luciano Modica,1098591905
Giuseppe Montanelli,1044208861
Bonincontro Morigia,1089339333
Maria Celeste Nardini,1101206492
Diotisalvi Neroni,1068525640
Vito Nunziante,1032787113
Oldrado da Tresseno,1041518550
Mario Oriani-Ambrosini,1105898291
Ferdinando Palasciano,1114153727
Pietro Paleocapa,1112384637
Bartolomeo Panciatichi,1052735553
Maffeo Pantaleoni,1115591958
Gennaro Papa,1113150934
Renzo Patria,1109586417
Bartolo Pellegrino,1108481183
Giuseppe Perrucchetti,1047838001
Pandolfo Petrucci,1098670060
Augusto Pierantoni,1096616611
